検索キーID,表示名,ソース,分類,必須可,検索対象,保有件数,保有率,記載率,歯科,状態,同名,備考
M1670,心臓血管外科,専門外来,専門外来,0,1,54,0.22%,14.9%,0,現行,診療科目,記載率14.9%。加点のみ
M1671,手外科,専門外来,専門外来,0,1,53,0.22%,14.9%,0,現行,,記載率14.9%。加点のみ
M1672,肛門,専門外来,専門外来,0,1,53,0.22%,14.9%,0,現行,,記載率14.9%。加点のみ
M1673,腹膜透析,専門外来,専門外来,0,1,53,0.22%,14.9%,0,現行,在宅医療,記載率14.9%。加点のみ
M1674,便秘,専門外来,専門外来,0,1,52,0.21%,14.9%,0,現行,,記載率14.9%。加点のみ
M1675,漢方内科,専門外来,専門外来,0,1,51,0.21%,14.9%,0,現行,診療科目,記載率14.9%。加点のみ
M1676,神経,専門外来,専門外来,0,1,51,0.21%,14.9%,0,現行,,記載率14.9%。加点のみ
M1677,心臓,専門外来,専門外来,0,1,50,0.21%,14.9%,0,現行,,記載率14.9%。加点のみ
M1678,顎関節,専門外来,専門外来,0,1,50,0.21%,14.9%,0,現行,,記載率14.9%。加点のみ
M1679,肩関節,専門外来,専門外来,0,1,49,0.20%,14.9%,0,現行,,記載率14.9%。加点のみ
M1680,呼吸器外科,専門外来,専門外来,0,1,48,0.20%,14.9%,0,現行,診療科目,記載率14.9%。加点のみ
M1681,小児外科,専門外来,専門外来,0,1,47,0.19%,14.9%,0,現行,診療科目,記載率14.9%。加点のみ
M1682,摂食・嚥下,専門外来,専門外来,0,1,47,0.19%,14.9%,0,現行,,記載率14.9%。加点のみ
M1683,美容皮膚科,専門外来,専門外来,0,1,47,0.19%,14.9%,0,現行,診療科目,記載率14.9%。加点のみ
M1684,ED,専門外来,専門外来,0,1,46,0.19%,14.9%,0,現行,,記載率14.9%。加点のみ
M1685,アルコール依存症,専門外来,専門外来,0,1,46,0.19%,14.9%,0,現行,疾患治療,記載率14.9%。加点のみ
M1686,スポーツ歯科,専門外来,専門外来,0,0,46,0.19%,14.9%,1,現行,,表示名から歯科と判定。医療職のレビューで戻すことがある / 歯科。医科の逆紹介では使わない
M1687,人工透析,専門外来,専門外来,0,1,46,0.19%,14.9%,0,現行,,記載率14.9%。加点のみ
M1688,内分泌内科,専門外来,専門外来,0,1,46,0.19%,14.9%,0,現行,診療科目,記載率14.9%。加点のみ
M1689,心臓血管,専門外来,専門外来,0,1,44,0.18%,14.9%,0,現行,,記載率14.9%。加点のみ
M1690,膝関節,専門外来,専門外来,0,1,44,0.18%,14.9%,0,現行,,記載率14.9%。加点のみ
M1691,リウマチ・膠原病,専門外来,専門外来,0,1,43,0.18%,14.9%,0,現行,,記載率14.9%。加点のみ
M1692,人工関節,専門外来,専門外来,0,1,43,0.18%,14.9%,0,現行,,記載率14.9%。加点のみ
M1693,角膜,専門外来,専門外来,0,1,43,0.18%,14.9%,0,現行,,記載率14.9%。加点のみ
M1694,障害者歯科,専門外来,専門外来,0,0,43,0.18%,14.9%,1,現行,,表示名から歯科と判定。医療職のレビューで戻すことがある / 歯科。医科の逆紹介では使わない
M1695,小児眼科,専門外来,専門外来,0,1,41,0.17%,14.9%,0,現行,,記載率14.9%。加点のみ
M1696,引きこもり,専門外来,専門外来,0,1,41,0.17%,14.9%,0,現行,,記載率14.9%。加点のみ
M1697,ボトックス,専門外来,専門外来,0,1,40,0.16%,14.9%,0,現行,,記載率14.9%。加点のみ
M1698,遺伝カウンセリング,専門外来,専門外来,0,1,39,0.16%,14.9%,0,現行,,記載率14.9%。加点のみ
M1699,網膜硝子体,専門外来,専門外来,0,1,38,0.16%,14.9%,0,現行,,記載率14.9%。加点のみ
M1800,病院との連携,在宅医療,他施設との連携,0,1,74954,75.97%,60.7%,0,現行,,記載率60.7%。加点のみ
M1801,診療所との連携,在宅医療,他施設との連携,0,1,55490,56.24%,60.7%,0,現行,,記載率60.7%。加点のみ
M1802,薬局との連携,在宅医療,他施設との連携,0,1,47838,48.48%,60.7%,0,現行,,記載率60.7%。加点のみ
M1803,訪問看護ステーションとの連携,在宅医療,他施設との連携,0,1,43769,44.36%,60.7%,0,現行,,記載率60.7%。加点のみ
M1804,居宅介護支援事業所との連携,在宅医療,他施設との連携,0,1,39773,40.31%,60.7%,0,現行,,記載率60.7%。加点のみ
M1805,在宅自己注射指導管理,在宅医療,在宅療養指導,0,1,33970,34.43%,60.7%,0,現行,,記載率60.7%。加点のみ
M1806,往診（終日対応でないもの）,在宅医療,在宅医療,0,1,33833,34.29%,60.7%,0,現行,,記載率60.7%。加点のみ
M1807,訪問看護指示,在宅医療,在宅医療,0,1,32221,32.66%,60.7%,0,現行,,記載率60.7%。加点のみ
M1808,在宅酸素療法指導管理,在宅医療,在宅療養指導,0,1,29026,29.42%,60.7%,0,現行,,記載率60.7%。加点のみ
